EventID,Event,Campus,Event Organizer,Description,Prize Pool,Event Date,Keywords,Topics
E120,Acoustic Night: Melodies Under the Stars,RR Campus,Music Club of PES,"An acoustic night featuring soulful melodies under the stars. Participants will enjoy performances by acoustic musicians, creating a serene and intimate musical atmosphere.",Melodies Under the Stars Acoustic Night Tokens,2023-09-09 0:00:00,"['soulful', 'musicians',  'performances', 'musical', 'music', 'serene', 'night', 'intimate', 'featuring', 'acoustic', 'creating', 'enjoy', 'atmosphere', 'melodies', 'stars']","[(3, 0.5038178067503042), (7, 0.0548664991886187), (17, 0.3831378768213831)]"
E121,Battle of the Bands: Rhythmic Rivalry,RR Campus,Music Club of PES,"A battle of the bands competition showcasing the rhythmic talent of participating bands. The event promotes friendly competition, musical diversity, and audience engagement.",Rhythmic Rivalry Battle of the Bands Awards,2024-01-02 0:00:00,"['diversity', 'audience', 'showcasing', 'musicians', 'bands', 'talent', 'battle', 'musical', 'music', 'participating', 'promotes', 'friendly', 'competition',  'engagement', 'rhythmic']","[(14, 0.2943395877105339), (37, 0.6449807442744506)]"
E122,Music Workshop: Songwriting Masterclass,RR Campus,Music Club of PES,"A songwriting masterclass providing insights into the art of composing music. Participants will learn about song structure, lyric writing, and the creative process of crafting musical pieces.",Songwriting Masterclass Workshop Certificates,2024-01-15 0:00:00,"['musical', 'art', 'composing', 'pieces',  'writing', 'providing', 'crafting', 'song', 'music', 'lyric', 'masterclass',  'songwriting', 'creative', 'insights', 'musicians', 'process', 'structure']","[(1, 0.33068106042185474), (23, 0.6188630332786749)]"
E123,Concert in the Park: Symphony Serenade,RR Campus,Music Club of PES,"A concert in the park featuring a symphony serenade. Participants will enjoy an outdoor musical experience with orchestral arrangements, solo performances, and a celebration of musical diversity.",Symphony Serenade Concert Commemorative Tokens,2024-01-28 0:00:00,"['diversity', 'musicians', 'park', 'experience', 'symphony', 'performances', 'musical',  'celebration', 'outdoor', 'featuring', 'arrangements', 'music', 'serenade', 'concert', 'enjoy', 'solo', 'orchestral']","[(6, 0.5457194643862067), (72, 0.39983444263302326)]"
E124,Karaoke Night: Vocal Vibes,RR Campus,Music Club of PES,"A karaoke night where participants can showcase their vocal talents. The event encourages participation, camaraderie, and the joy of singing along to favorite tunes.",Vocal Vibes Karaoke Night Fun Prizes,2024-02-10 0:00:00,"['karaoke',  'singing',  'tunes', 'musicians', 'music', 'talents', 'night', 'favorite', 'joy', 'showcase', 'vocal', 'camaraderie']","[(89, 0.9233675753458722)]"
E125,Music Club Open Mic: Expressive Echoes,RR Campus,Music Club of PES,"An open mic event providing a platform for individuals to express themselves through music. Participants can share their talents, whether it be singing, playing instruments, or spoken word.",Expressive Echoes Open Mic Participation Certificates,2024-02-23 0:00:00,"['word', 'platform', 'spoken', 'share', 'singing',  'music', 'musicians', 'talents', 'open', 'express', 'playing', 'individuals', 'instruments', 'providing',  'mic']","[(0, 0.7277955574113917), (7, 0.2164508700726195)]"
E126,Classical Concert: Raga Resonance,RR Campus,Ninaada,A classical concert featuring the resonating ragas of Indian music. Participants will experience the beauty and depth of classical music performed by talented artists.,Raga Resonance Concert Commemorative Tokens,2023-07-11 0:00:00,"['ragas', 'Indian', 'indian', 'experience',  'music', 'resonating', 'performed', 'featuring', 'classical', 'talented', 'depth', 'concert', 'beauty', 'dance', 'forum', 'artists']","[(17, 0.2828933416009909), (132, 0.6593477691523865)]"
E127,Kathak Fusion Dance Showcase,RR Campus,Ninaada,A fusion dance showcase blending traditional Kathak dance with contemporary elements. Participants will witness a mesmerizing performance that combines classical grace with modern creativity.,Fusion Dance Showcase Appreciation Certificates,2023-09-10 0:00:00,"['performance', 'modern', 'blending', 'witness', 'fusion', 'combines',  'dance', 'kathak', 'Kathak', 'traditional', 'forum', 'music', 'elements', 'classical', 'creativity', 'mesmerizing', 'contemporary', 'grace', 'showcase', 'indian']","[(136, 0.9524675364687538)]"
E128,Sitar Workshop: Strings of Harmony,RR Campus,Ninaada,"A workshop exploring the art of playing the sitar. Participants will learn about the intricacies of sitar playing, the history of the instrument, and experience hands-on guidance.",Strings of Harmony Sitar Workshop Certificates,2024-01-02 0:00:00,"['indian', 'experience',  'exploring', 'art', 'music', 'workshop',  'guidance', 'sitar', 'history', 'hands', 'dance', 'playing', 'intricacies', 'instrument', 'forum']","[(11, 0.9391138117774745)]"
E129,Tabla Solo: Percussive Beats,RR Campus,Ninaada,A tabla solo performance showcasing the rhythmic beats and intricate patterns of the tabla. Participants will appreciate the percussive artistry and the expressive nature of tabla playing.,Percussive Beats Tabla Solo Tokens,2024-01-15 0:00:00,"['performance', 'patterns', 'percussive', 'nature', 'solo', 'tabla', 'appreciate', 'showcasing',  'dance', 'forum', 'music', 'artistry', 'playing', 'expressive', 'rhythmic', 'beats', 'intricate', 'indian']","[(37, 0.9479295449823171)]"
E130,Bharatanatyam Recital: Expressive Elegance,RR Campus,Ninaada,"A Bharatanatyam recital showcasing the expressive elegance of this classical dance form. Participants will witness storytelling through dance, intricate footwork, and emotive expressions.",Expressive Elegance Bharatanatyam Recital Certificates,2024-01-28 0:00:00,"['witness', 'indian', 'showcasing',  'elegance', 'music', 'bharatanatyam', 'storytelling', 'classical', 'emotive', 'form', 'dance', 'expressions', 'intricate', 'recital', 'expressive', 'footwork', 'forum']","[(17, 0.945285921503589)]"
E131,Qawwali Night: Sufi Soul,RR Campus,Ninaada,"A Qawwali night featuring soul-stirring Sufi music. Participants will experience the devotional and melodic elements of Qawwali, with a focus on expressing spiritual sentiments through music.",Sufi Soul Qawwali Night Commemorative Tokens,2024-02-10 0:00:00,"['sufi', 'Sufi', 'Qawwali', 'focus', 'qawwali', 'soul',  'expressing', 'dance', 'forum', 'music', 'elements', 'night', 'featuring', 'sentiments', 'spiritual', 'melodic', 'experience', 'devotional', 'stirring', 'indian']","[(17, 0.5174049445343522), (102, 0.43598423793783836)]"
E132,Musical Poetry Slam: Rhythmic Verses,RR Campus,Ninaada,"A musical poetry slam where participants present rhythmic verses and expressions through music. The event combines poetry and music, creating a unique and artistic platform for self-expression.",Rhythmic Verses Poetry Slam Recognition,2024-02-23 0:00:00,"['platform', 'musical',  'combines',  'unique', 'dance', 'forum', 'poetry', 'present', 'music', 'artistic', 'expression', 'creating', 'expressions', 'rhythmic', 'slam', 'verses', 'self', 'indian']","[(17, 0.3851247756556298), (140, 0.5631277943701796)]"
E133,Dance Drama: Mythical Tales,RR Campus,Ninaada,A dance drama performance portraying mythical tales through dance. Participants will enjoy a narrative dance production that brings to life stories from Indian mythology.,Mythical Tales Dance Drama Appreciation Certificates,2024-03-08 0:00:00,"['performance', 'Indian', 'indian', 'production',  'stories', 'music', 'narrative', 'life', 'mythical', 'tales', 'dance', 'mythology', 'enjoy', 'brings', 'portraying', 'forum', 'drama']","[(106, 0.9446196551367128)]"
E134,Flute Recital: Melodic Whispers,RR Campus,Ninaada,"A flute recital featuring melodic whispers of the flute. Participants will be treated to the soothing and enchanting sounds of the flute, exploring the beauty of this classical instrument.",Melodic Whispers Flute Recital Tokens,2024-03-20 0:00:00,"['soothing', 'indian',  'exploring', 'enchanting', 'music', 'featuring', 'whispers', 'classical', 'dance', 'beauty', 'recital', 'sounds', 'flute', 'melodic', 'instrument', 'forum', 'treated']","[(17, 0.30722567573172843), (90, 0.6384488614214098)]"
E135,Indian Folk Dance Workshop,RR Campus,Ninaada,"A workshop introducing participants to various Indian folk dance forms. Participants will learn basic steps, understand the cultural context, and experience the vibrancy of Indian folk dance.",Folk Dance Workshop Participation Certificates,2024-04-02 0:00:00,"['context', 'forms', 'introducing',  'basic', 'dance', 'cultural', 'forum', 'Indian', 'vibrancy', 'music', 'steps', 'workshop',  'various', 'folk', 'experience', 'understand', 'indian']","[(17, 0.9452858446038734)]"
E136,Debating Workshop Series,RR Campus,PES DebSoc,"A series of workshops focusing on various aspects of debating. Participants will learn and enhance their debating skills, including argumentation, persuasion, and public speaking.",Debating Handbooks,2023-07-12 0:00:00,"['persuasion', 'public', 'debating', 'focusing',  'enhance', 'workshops', 'series',  'argumentation', 'skills', 'teach', 'various', 'parliamentary', 'aspects', 'speaking', 'including']","[(1, 0.7530123455897811), (9, 0.19090073053305945)]"
E137,Inter-University Debate Tournament,RR Campus,PES DebSoc,"An inter-university debate tournament bringing together debating enthusiasts from various institutions. Teams will compete in parliamentary debates, showcasing their skills and perspectives.",Tournament Trophies,2023-09-11 0:00:00,"['institutions', 'compete', 'debate', 'showcasing', 'inter', 'debating', 'tournament', 'perspectives', 'enthusiasts', 'bringing', 'university', 'skills', 'teams', 'debates', 'various', 'teach', 'parliamentary']","[(1, 0.4896064442291946), (11, 0.4608027968582645)]"
E138,Public Speaking Masterclass,RR Campus,PES DebSoc,A masterclass on public speaking techniques and effective communication. Participants will gain insights into crafting compelling speeches and presenting with confidence.,Public Speaking Certificates,2024-01-02 0:00:00,"['public', 'effective', 'debating', 'communication',  'presenting', 'masterclass', 'speeches', 'techniques', 'confidence', 'compelling', 'teach', 'gain', 'parliamentary', 'insights', 'speaking', 'crafting']","[(1, 0.9459731264660168)]"
E139,Debate Showdown: Topic Roulette,RR Campus,PES DebSoc,"A lively debate event where participants face off on randomly selected topics. The event encourages quick thinking, adaptability, and the ability to construct arguments on the spot.",Debater Recognition Awards,2024-01-15 0:00:00,"['thinking', 'construct', 'adaptability', 'face', 'lively', 'teach', 'debating',  'spot', 'selected', 'ability', 'randomly', 'topics',  'arguments', 'debate', 'quick',  'parliamentary']","[(60, 0.941458876235495)]"
E140,Adjudication Training Session,RR Campus,PES DebSoc,A training session for individuals interested in becoming debate adjudicators. Participants will learn the skills necessary to objectively assess and judge debating competitions.,Adjudication Certifications,2024-01-28 0:00:00,"['judge', 'debate', 'objectively', 'necessary', 'debating',  'adjudicators', 'teach', 'competitions',  'interested', 'session', 'skills', 'individuals', 'training', 'parliamentary', 'assess']","[(1, 0.9425964288003299)]"
E141,Mock Parliamentary Debate,RR Campus,PES DebSoc,"A practice session simulating a parliamentary debate scenario. Participants will engage in mock debates, refining their strategies and receiving feedback from experienced debaters.",Mock Debate Winner Certificates,2024-02-10 0:00:00,"['scenario', 'mock',  'debate', 'debaters', 'debating',  'strategies', 'simulating', 'refining', 'practice', 'feedback', 'receiving', 'session', 'experienced', 'debates', 'teach', 'parliamentary']","[(1, 0.9459731293892168)]"
E142,Debating Symposium on Global Issues,RR Campus,PES DebSoc,"A symposium exploring and debating global issues. Participants will engage in discussions on topics such as politics, economics, and social issues, fostering a global perspective.",Global Debater Certificates,2024-02-23 0:00:00,"['fostering',  'topics', 'debating', 'global', 'perspective', 'symposium', 'issues', 'politics',  'exploring', 'discussions', 'social', 'teach', 'parliamentary', 'economics']","[(0, 0.4152671909416821), (1, 0.5285304134703459)]"
E143,Debate and Dine Social Event,RR Campus,PES DebSoc,"A social event combining debate and casual networking. Participants can enjoy debates on light-hearted topics while socializing and sharing a meal, creating a relaxed debating atmosphere.",Dinner Vouchers,2024-03-07 0:00:00,"['hearted', 'teach', 'debating', 'networking',  'meal', 'light', 'combining', 'topics', 'casual', 'socializing', 'creating', 'debates', 'sharing', 'relaxed', 'debate', 'social', 'enjoy',  'atmosphere', 'parliamentary']","[(3, 0.9510740343361324)]"
E144,Debater's Showcase: Best of PES DebSoc,RR Campus,PES DebSoc,A showcase event featuring the best debating performances by club members. The event celebrates outstanding debaters and their contributions to the club.,Debater Excellence Awards,2024-03-20 0:00:00,"[ 'outstanding', 'debaters', 'debating', 'performances', 'celebrates', 'club', 'featuring', 'showcase',  'best', 'teach', 'contributions', 'parliamentary']","[(1, 0.9293494671747219)]"
E145,Parliamentary Debate Championship,RR Campus,PES DebSoc,A championship-style debating competition where teams compete through multiple rounds of parliamentary debates. The event will determine the ultimate debating champions.,Championship Trophies,2024-04-02 0:00:00,"['rounds', 'style', 'debating', 'determine', 'ultimate', 'compete', 'championship', 'champions', 'teams', 'competition',  'debates', 'teach', 'multiple', 'parliamentary']","[(63, 0.9334971813058278)]"
E146,Entrepreneurship Bootcamp,RR Campus,PES Entrepreneurship Cell,A comprehensive bootcamp providing aspiring entrepreneurs with the foundational knowledge and skills needed to start and grow successful businesses.,Entrepreneurship Toolkits,2023-07-13 0:00:00,"['needed', 'grow', 'entrepreneurship', 'successful', 'start', 'knowledge', 'bootcamp', 'comprehensive', 'skills', 'providing', 'businesses', 'aspiring', 'entrepreneurs', 'foundational']","[(1, 0.33333542013013684), (11, 0.607155665366674)]"
E147,Startup Pitch Competition,RR Campus,PES Entrepreneurship Cell,A competition where students pitch their startup ideas to a panel of judges. Participants will receive constructive feedback and have the chance to win prizes to kickstart their ventures.,Startup Funding Opportunities,2023-09-12 0:00:00,"['startup', 'entrepreneurship',   'judges', 'ideas', 'pitch', 'feedback', 'win', 'ventures', 'students', 'constructive', 'panel', 'kickstart', 'receive', 'competition', 'chance']","[(18, 0.9382683311669999)]"
E148,Mentorship Mixer Event,RR Campus,PES Entrepreneurship Cell,"A networking event connecting students with experienced entrepreneurs and mentors. Participants will have the opportunity to seek guidance, advice, and build valuable connections.",Mentorship Opportunities,2024-01-02 0:00:00,"['entrepreneurship', 'networking',   'build', 'guidance', 'students', 'seek', 'connecting', 'mentors', 'advice',  'valuable', 'experienced', 'entrepreneurs', 'connections']","[(1, 0.5307223758344676), (16, 0.4046394171148979)]"
E149,Panel Discussion on Entrepreneurship Trends,RR Campus,PES Entrepreneurship Cell,"A panel discussion featuring industry experts discussing current trends, challenges, and opportunities in the field of entrepreneurship. Participants will gain insights into the evolving landscape.",Entrepreneurial Insights Certificates,2024-01-15 0:00:00,"['landscape', 'opportunities', 'current', 'experts', 'entrepreneurship',  'field', 'trends', 'featuring', 'industry', 'challenges', 'evolving', 'panel', 'discussion', 'gain', 'discussing', 'insights']","[(0, 0.20448429231321447), (1, 0.7459253586385749)]"
E150,Innovation and Business Ideation Workshop,RR Campus,PES Entrepreneurship Cell,"A workshop focusing on generating and refining innovative business ideas. Participants will learn ideation techniques, market research, and the basics of turning ideas into viable business concepts.",Business Ideation Toolkits,2024-01-28 0:00:00,"['focusing', 'entrepreneurship', 'viable',  'turning', 'refining', 'workshop', 'ideas', 'concepts', 'generating',  'business', 'market', 'research', 'ideation', 'techniques', 'basics', 'innovative']","[(0, 0.4697613967586233), (9, 0.47709059427115075)]"
E151,Investor Meet and Greet,RR Campus,PES Entrepreneurship Cell,"An event connecting students with potential investors. Participants can present their business ideas, receive feedback, and explore opportunities for funding and collaboration.",Investor Networking Opportunities,2024-02-10 0:00:00,"['opportunities', 'funding', 'present', 'entrepreneurship',  'explore', 'investors', 'ideas', 'feedback', 'potential', 'students', 'connecting', 'collaboration', 'business', 'receive', 'event']","[(0, 0.4951301901217548), (18, 0.447852060357451)]"
E152,Startup Expo and Networking Fair,RR Campus,PES Entrepreneurship Cell,"An expo showcasing startups and entrepreneurial ventures. Participants can explore various startup ideas, connect with founders, and learn about the diverse entrepreneurial ecosystem.",Networking Fair Access,2024-02-23 0:00:00,"['startup', 'startups', 'showcasing', 'entrepreneurial',  'entrepreneurship', 'explore', 'expo', 'ideas',  'connect', 'ventures', 'ecosystem', 'founders', 'various', 'diverse']","[(9, 0.9347374159730936)]"
E153,Entrepreneurial Masterclass Series,RR Campus,PES Entrepreneurship Cell,"A series of masterclasses featuring successful entrepreneurs. Speakers will share their entrepreneurial journeys, lessons learned, and strategies for building and scaling successful ventures.",Entrepreneurial Mastery Certificates,2024-03-07 0:00:00,"['masterclasses', 'lessons', 'share', 'scaling', 'entrepreneurial', 'entrepreneurship', 'strategies', 'successful', 'featuring', 'speakers', 'series', 'journeys', 'ventures', 'learned', 'building', 'entrepreneurs']","[(1, 0.24934856882972098), (99, 0.696799466177712)]"
E154,Social Entrepreneurship Symposium,RR Campus,PES Entrepreneurship Cell,"A symposium focusing on the intersection of entrepreneurship and social impact. Participants will learn about social entrepreneurship, innovative business models, and how to create positive change.",Social Entrepreneurship Awards,2024-03-20 0:00:00,"[ 'impact', 'focusing', 'entrepreneurship', 'intersection',  'symposium', 'change',  'business', 'models', 'create', 'social', 'innovative']","[(0, 0.7876036416185161), (1, 0.1421433638965174)]"
E155,Entrepreneurship Demo Day,RR Campus,PES Entrepreneurship Cell,A demo day where students showcase their entrepreneurial projects and prototypes. The event celebrates the achievements of aspiring entrepreneurs and provides exposure to potential collaborators and investors.,Demo Day Recognition,2024-04-02 0:00:00,"['collaborators', 'entrepreneurship', 'prototypes', 'entrepreneurial', 'exposure', 'demo', 'projects', 'celebrates', 'investors', 'achievements', 'potential', 'students', 'showcase',  'day', 'aspiring', 'entrepreneurs', 'provides']","[(0, 0.25446135912992546), (147, 0.694217994243875)]"
E156,Innovation Challenge,RR Campus,PES Innovation Lab,"A challenge where participants work in teams to solve carefully chosen real-world problems through innovative solutions. The event encourages creativity, problem-solving, and collaboration among students.",Innovation Certificates,2023-08-08 0:00:00,"['challenge', 'real', 'collaboration', 'research',  'solve', 'world', 'innovative', 'problem',  'teams', 'solving',  'work', 'chosen', 'creativity', 'solutions', 'students', 'carefully', 'problems']","[(0, 0.9486343044059531)]"
E157,Research Symposium,RR Campus,PES Innovation Lab,"A symposium showcasing student research projects. Participants will present their findings, engage in discussions, and gain insights into various research areas and methodologies.",Research Excellence Awards,2023-09-13 0:00:00,"['areas', 'student',  'showcasing', 'present', 'symposium',  'findings', 'projects', 'various', 'discussions', 'research', 'gain', 'methodologies', 'problems', 'insights']","[(1, 0.27325715670447365), (42, 0.6661386188374439)]"
E158,Ideation Workshop,RR Campus,PES Innovation Lab,"A workshop focusing on ideation techniques and brainstorming. Participants will learn how to generate and refine innovative ideas, laying the foundation for future research projects.",Ideation Toolkits,2024-01-02 0:00:00,"['future', 'focusing',  'projects', 'workshop', 'laying', 'techniques',  'ideas', 'research', 'innovative', 'ideation', 'foundation', 'generate', 'brainstorming', 'refine', 'problems']","[(0, 0.44062044899590475), (1, 0.5066898051403731)]"
E159,Prototype Showcase Day,RR Campus,PES Innovation Lab,"A day dedicated to showcasing prototypes and projects developed by students. Participants can explore innovative solutions, interact with creators, and learn about the prototyping process.",Prototype Exhibition Certificates,2024-01-15 0:00:00,"['solutions', 'interact', 'showcasing', 'prototypes',  'explore', 'projects', 'developed',  'prototyping', 'students', 'process', 'research', 'dedicated', 'creators', 'innovative', 'problems', 'day']","[(0, 0.9456128618503545)]"
E160,Startup Pitch Day,RR Campus,PES Innovation Lab,"A platform for students to pitch their startup ideas. Participants will present their innovative projects to a panel of judges, receive feedback, and have the opportunity to kickstart their entrepreneurial journey.",Startup Incubation Opportunities,2024-01-28 0:00:00,"['platform', 'projects', 'feedback', 'ideas', 'pitch', 'refine', 'development', 'startup',  'technical', 'pitches', 'present', 'technology', 'receive', 'aspiring', 'entrepreneurs', 'insights', 'coding', 'judges', 'panel', 'developers']","[(1, 0.6437551380024865), (18, 0.31309448092829045)]"
E161,Industry Collaboration Seminar,RR Campus,PES Innovation Lab,"A seminar exploring opportunities for industry collaboration in research and innovation. Representatives from industries will share insights, discuss potential partnerships, and guide students in bridging academia and industry.",Networking Opportunities,2024-02-10 0:00:00,"['representatives', 'share', 'collaboration', 'research', 'opportunities', 'exploring', 'academia', 'bridging', 'discuss', 'insights', 'industries', 'industry', 'seminar', 'potential', 'students', 'partnerships', 'innovation', 'guide', 'problems']","[(0, 0.3822308090077877), (1, 0.5756173943012335)]"
E162,Hackathon for Social Impact,RR Campus,PES Innovation Lab,A hackathon focusing on developing technology solutions for social impact. Teams will collaborate to create innovative projects addressing societal challenges and making a positive impact.,Social Impact Hackathon Prizes,2024-02-23 0:00:00,"['addressing', 'projects', 'challenges', 'research', 'societal', 'innovative', 'developing',  'create', 'hackathon', 'teams', 'focusing', 'making', 'impact', 'solutions', 'social', 'collaborate', 'technology', 'problems']","[(0, 0.9513378184671892)]"
E163,Research Ethics Workshop,RR Campus,PES Innovation Lab,A workshop discussing the importance of research ethics in student projects. Participants will gain an understanding of ethical considerations and responsible research practices.,Ethics Awareness Certificates,2024-03-07 0:00:00,"['student', 'ethical', 'importance',  'practices', 'projects', 'ethics', 'workshop', 'research', 'understanding', 'responsible', 'gain', 'discussing', 'considerations', 'problems']","[(0, 0.21234667023494921), (1, 0.7314509341770804)]"
E164,Innovator's Talk Series,RR Campus,PES Innovation Lab,"A series of talks featuring successful innovators and entrepreneurs. Speakers will share their experiences, challenges, and insights into the world of innovation, inspiring students to pursue their ideas.",Innovation Insights Certificates,2024-03-20 0:00:00,"['pursue', 'share', 'ideas', 'challenges', 'research', 'talks', 'world', 'successful', 'speakers', 'experiences', 'inspiring', 'featuring', 'series', 'insights', 'entrepreneurs', 'innovators', 'students', 'innovation', 'problems']","[(0, 0.35106224781280077), (1, 0.6067859554962207)]"
E165,Open Innovation Forum,RR Campus,PES Innovation Lab,"A forum providing a platform for students to discuss and share innovative ideas. Participants can engage in open discussions, network with peers, and explore potential collaborations on future projects.",Open Innovation Forum Certificates,2024-04-02 0:00:00,"['platform', 'share', 'projects', 'open', 'ideas', 'research', 'network', 'innovative', 'collaborations',  'discussions', 'providing', 'peers', 'forum',  'future', 'discuss', 'explore', 'potential', 'students', 'problems']","[(0, 0.9537708933046147)]"
E166,MUN Workshop Series,RR Campus,PES MUN Society,"A series of workshops focusing on Model United Nations (MUN) simulations. Participants will learn the art of diplomacy, public speaking, and research in the context of international relations.",MUN Handbooks,2023-08-09 0:00:00,"['law', 'art', 'context', 'model', 'international', 'research', 'simulations', 'world',  'nations', 'workshops', 'Model United Nations', 'academic', 'policy', 'speaking', 'focusing',  'series', 'united', 'relations', 'public', 'india', 'diplomacy', 'MUN', 'mun']","[(11, 0.4413817352509854), (85, 0.5213760601120718)]"
E167,International Relations Symposium,RR Campus,PES MUN Society,"A symposium exploring topics in international relations, law, and policy. Participants will engage in discussions and presentations, gaining insights into global affairs and current developments.",Global Affairs Certificates,2023-10-10 0:00:00,"['presentations', 'global', 'law', 'international', 'research', 'world', 'affairs', 'symposium', 'exploring',  'discussions', 'academic', 'policy', 'speaking',  'topics', 'gaining', 'relations', 'insights', 'current', 'developments', 'india', 'diplomacy']","[(2, 0.9556885602568616)]"
E168,Debate and Diplomacy Challenge,RR Campus,PES MUN Society,"An interactive event combining debate and diplomatic simulations. Participants will face challenges that test their diplomatic skills, critical thinking, and the ability to negotiate effectively.",Diplomacy Excellence Awards,2024-01-02 0:00:00,"['thinking', 'law', 'face', 'effectively', 'challenges', 'test', 'research', 'skills', 'world', 'simulations', 'negotiate',   'critical', 'academic', 'policy', 'ability', 'speaking', 'combining', 'debate', 'diplomatic', 'india', 'diplomacy', 'event']","[(2, 0.28795546125260535), (4, 0.6705331161110917)]"
E169,Policy Analysis Workshop,RR Campus,PES MUN Society,"A workshop focusing on policy analysis and formulation. Participants will learn the process of policy creation, research methodologies, and the impact of policies on international relations.",Policy Analysis Tools,2024-01-15 0:00:00,"['law', 'research', 'international', 'world',  'formulation', 'academic', 'policy', 'speaking', 'focusing', 'analysis', 'workshop',  'policies', 'relations', 'creation', 'methodologies', 'impact', 'process', 'india', 'diplomacy']","[(11, 0.9512910315102332)]"
E170,Current Affairs Quiz Night,RR Campus,PES MUN Society,"A quiz night testing participants' knowledge of current affairs and global developments. Questions will cover international news, political events, and key issues around the world.",Quiz Winner Certificates,2024-01-28 0:00:00,"['global', 'law', 'international', 'research', 'testing', 'key', 'world', 'affairs',  'academic', 'policy', 'speaking', 'night', 'quiz', 'knowledge', 'political', 'cover', 'current', 'news', 'issues', 'developments', 'questions', 'india', 'diplomacy', 'events']","[(2, 0.9610059601348283)]"
E171,MUN Crisis Simulation,RR Campus,PES MUN Society,"A crisis simulation exercise in the style of Model United Nations. Participants will navigate through simulated international crises, applying diplomatic strategies and crisis management skills.",Crisis Management Trophies,2024-02-10 0:00:00,"['law', 'model', 'international', 'research', 'skills', 'world',  'nations', 'navigate', 'strategies', 'management', 'Model United Nations', 'academic', 'policy', 'speaking', 'simulated', 'simulation', 'exercise', 'applying', 'crises', 'united', 'crisis', 'style', 'diplomatic', 'india', 'diplomacy']","[(2, 0.9651839410771617)]"
E172,United Nations Day Celebration,RR Campus,PES MUN Society,"A celebration of United Nations Day with cultural events, discussions, and presentations. The event aims to raise awareness of the UN's role in global diplomacy and cooperation.",UN Day Commemorative Items,2024-02-23 0:00:00,"['aims', 'presentations', 'global', 'law', 'research', 'world', 'cooperation', 'role', 'nations', 'discussions', 'academic', 'policy', 'UN', 'cultural', 'speaking', 'awareness', 'united', 'celebration', 'United Nations Day', 'raise', 'india', 'diplomacy',  'events', 'day']","[(11, 0.24430674063659125), (23, 0.7199921672946591)]"
E173,International Law Seminar,RR Campus,PES MUN Society,"A seminar exploring various aspects of international law. Legal experts and scholars will discuss topics such as human rights, treaties, and the role of law in global governance.",Legal Insights Certificates,2024-03-07 0:00:00,"['global', 'law', 'international', 'research', 'world', 'aspects', 'rights', 'experts', 'role', 'exploring', 'academic', 'policy', 'speaking', 'legal', 'topics', 'human', 'various', 'discuss', 'scholars', 'treaties', 'governance', 'seminar', 'india', 'diplomacy']","[(11, 0.9610328064834966)]"
E174,MUN Delegate Training Camp,RR Campus,PES MUN Society,"A training camp for MUN delegates to hone their skills in research, public speaking, and negotiation. Experienced MUN leaders will provide guidance and hands-on training.",Delegate Training Certificates,2024-03-20 0:00:00,"['law', 'leaders', 'guidance', 'research', 'skills', 'world', 'academic', 'delegates', 'policy', 'speaking', 'provide', 'hands', 'negotiation', 'public', 'camp', 'hone', 'india', 'diplomacy', 'experienced', 'training', 'MUN', 'mun']","[(11, 0.9576443677430864)]"
E175,Model UN Conference,RR Campus,PES MUN Society,"A Model United Nations conference where participants represent different countries, simulate diplomatic discussions, and work towards resolutions on global issues. The conference aims to provide a real-life MUN experience.",Best Delegate Awards,2024-04-02 0:00:00,"['aims', 'global', 'real', 'law', 'model', 'represent', 'research', 'simulate', 'world',   'nations', 'discussions', 'Model United Nations', 'academic', 'policy', 'speaking', 'provide', 'resolutions', 'life', 'work', 'countries', 'united', 'experience', 'issues', 'diplomatic', 'india', 'conference', 'diplomacy', 'MUN', 'mun']","[(45, 0.9688713977865161)]"
E176,Open Source Hackathon: Code Collaboration,RR Campus,PES Open Source,"A hackathon focused on collaborative coding for open source projects. Participants will work together to contribute code, solve real-world problems, and enhance their technical skills.",Code Collaboration Hackathon Certificates,2023-08-10 0:00:00,"['Open Source Projects', 'real', 'collaborative', 'projects', 'open', 'focused', 'contribute', 'skills', 'solve', 'world',  'hackathon', 'technical', 'enhance', 'work', 'knowledge', 'source', 'coding', 'coding', 'problems']","[(1, 0.95825193632751)]"
E177,Workshop: Git and GitHub Mastery,RR Campus,PES Open Source,"A workshop providing in-depth training on Git and GitHub. Participants will learn version control, collaboration workflows, and best practices for contributing to open source projects.",Git and GitHub Mastery Workshop Certificates,2023-10-11 0:00:00,"['Open Source Projects', 'git', 'projects', 'open', 'collaboration', 'github',  'GitHub', 'providing', 'technical', 'best', 'Git', 'control', 'workshop',  'knowledge', 'version', 'workflows', 'source', 'contributing', 'depth', 'training', 'practices']","[(1, 0.9617309537257696)]"
E178,Open Source Project Showcase,RR Campus,PES Open Source,"A showcase event where members present their ongoing or completed open source projects. Participants will have the opportunity to demonstrate their work, share insights, and receive feedback.",Project Showcase Recognition,2024-01-02 0:00:00,"['Open Source Projects', 'share', 'projects', 'open', 'feedback',  'technical', 'ongoing', 'completed', 'present',  'work', 'knowledge', 'receive', 'insights', 'demonstrate', 'source',  'showcase', 'event']","[(1, 0.9540771402220118)]"
